course	file	number	title	question	source	score	evidence_kind	best_object	excerpt
电路/DL - 数字逻辑与处理器基础	电路/DL - 数字逻辑与处理器基础/QUESTIONS.md	Q30	主频与处理器性能	提高处理器主频能使性能提高多少？怎样把原本工作在 $1.5\,\mathrm{GHz}$ 的处理器提高到 $4\,\mathrm{GHz}$ 或 $5\,\mathrm{GHz}$？	test/2024-一字班推研面经-yj自行整理.zip	0.5	zip-interview	2024-一字班推研面经-yj自行整理.zip::面经-yj自行整理/markdown/推研面经2024.md	2.建立时间能不能是负的？保持时间能不能是负的？它们两个能不能同时是负的？（这个lxq上课还真讲过，但我忘了.........) 3.一个CMOS反相器，提高他的供电电压，反相器的延时是增大还是减小？ 4.一个原本工作在1.5GHz主频的处理器怎么让他工作在4GHz，5GHz的主频（我答的多周期，流水线，多线程）
电路/DL - 数字逻辑与处理器基础	电路/DL - 数字逻辑与处理器基础/QUESTIONS.md	Q31	MIPS 指令格式、`subi` 与立即数	MIPS 指令集有哪些指令格式？有没有 `subi` 指令？立即数有什么用？	test/2024-一字班推研面经-yj自行整理.zip	0.857	zip-interview	2024-一字班推研面经-yj自行整理.zip::面经-yj自行整理/markdown/推研面经2024.md	1.MIPS指令集有哪几种指令？（r型 i型 j型） 2.有没有subi指令？ 3.立即数有什么用？
电路/DL - 数字逻辑与处理器基础	电路/DL - 数字逻辑与处理器基础/QUESTIONS.md	Q32	处理器 I/O、中断与 DMA	在键盘上按下一个按键后，计算机中的整个过程是怎样的？	test/2017-面试经验-陈誉博.docx	0.913	regular	2017-面试经验-陈誉博.docx	你觉得能否修改系统的栈空间大小？你改过吗？ 我有点懵，说的是应该可以通过编译器的设置改变允许的栈大小，不过我自己没改过。 对于一个计算机，我在键盘上按下了一个按键，接下来计算机中的整个过程是怎样的？
电路/DL - 数字逻辑与处理器基础	电路/DL - 数字逻辑与处理器基础/QUESTIONS.md	Q32	处理器 I/O、中断与 DMA	什么是中断，由谁引发，怎样处理？中断和普通程序有什么区别？MIPS 与 x86 如何处理中断，中断向量中存储什么、条目多大？	test/2018_面试整体情况.docx	0.462	regular	2018_面试整体情况.docx	7、数图：如何检测边缘？ 8、冯诺依曼体系架构和哈佛体系架构的区别？ 9、什么是中断？中断是由谁引发的？MIPS和X86各自是如何进行中断处理的？MIPS中的中断向量表里存储的是什么？数据大小多少？
电路/DL - 数字逻辑与处理器基础	电路/DL - 数字逻辑与处理器基础/QUESTIONS.md	Q32	处理器 I/O、中断与 DMA	什么是中断，由谁引发，怎样处理？中断和普通程序有什么区别？MIPS 与 x86 如何处理中断，中断向量中存储什么、条目多大？	test/2020-七字班推研面经-闫雯荻.docx	0.282	regular	2020-七字班推研面经-闫雯荻.docx	4. 对于CPU而言，内设的速度相对较快，外设的速度相对较慢，如何加快外设的速度？ 5. DMA是什么？（如果数逻老师没讲可以直接说没了解过） 6. 中断是什么？如何处理的？中断和程序有什么区别？
电路/DL - 数字逻辑与处理器基础	电路/DL - 数字逻辑与处理器基础/QUESTIONS.md	Q32	处理器 I/O、中断与 DMA	CPU 与外设速度相差很大时怎样提高效率？轮询、中断和 DMA 分别是什么，有何区别？	test/2012-面经_九字班1.pdf	0.419	regular	2012-面经_九字班1.pdf	散列的特点，散列与其他相比的效率，如何提高 debug 和 release 有什么区别，哪个效率高 中断轮询和 DMA
电路/DL - 数字逻辑与处理器基础	电路/DL - 数字逻辑与处理器基础/QUESTIONS.md	Q32	处理器 I/O、中断与 DMA	CPU 与外设速度相差很大时怎样提高效率？轮询、中断和 DMA 分别是什么，有何区别？	test/2012-面经_九字班2.pdf	0.29	regular	2012-面经_九字班2.pdf	递归哪个效率高 散列的特点，散列与其他相比的效率，如何提高 debug 和release 有什么区别，哪个效率高
电路/DL - 数字逻辑与处理器基础	电路/DL - 数字逻辑与处理器基础/QUESTIONS.md	Q32	处理器 I/O、中断与 DMA	CPU 与外设速度相差很大时怎样提高效率？轮询、中断和 DMA 分别是什么，有何区别？	test/2020-七字班推研面经-闫雯荻.docx	0.29	regular	2020-七字班推研面经-闫雯荻.docx	4. 对于CPU而言，内设的速度相对较快，外设的速度相对较慢，如何加快外设的速度？ 5. DMA是什么？（如果数逻老师没讲可以直接说没了解过） 6. 中断是什么？如何处理的？中断和程序有什么区别？
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q01	Kirchhoff 定律与集总电路条件	KCL、KVL 的物理依据是什么？什么时候不能直接使用 Kirchhoff 定律？即使满足准静态条件，还有什么情形会破坏节点电流守恒？	test/2020-七字班推研面经-1.docx	0.186	regular	2020-七字班推研面经-1.docx	面试时间：2020年9月12日 11:20 面试老师：乔飞老师、彭良瑞老师、李懋坤老师、不认识老师、钟晓峰老师（第七组） 面试前情报：“先根据简历问了一些，然后问香农公式、谐振腔模式、电生磁磁生电、基尔霍夫定律之类的，其实也没问几个问题”，“信号问了方波通过低通信道后输出什么情况。电路：1.     基尔霍夫定律物理上怎么解释2.     什么时候基尔霍夫定律不成立3.     数字电路的能耗来源”
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q01	Kirchhoff 定律与集总电路条件	KCL、KVL 的物理依据是什么？什么时候不能直接使用 Kirchhoff 定律？即使满足准静态条件，还有什么情形会破坏节点电流守恒？	test/2024-一字班推研面经-zcy.docx	0.442	regular	2024-一字班推研面经-zcy.docx	我又忘了时序上它们什么区别了，于是就开始从结构上扯，我说触发器是由两个锁存器组成，一个主锁存器和一个从锁存器。然后这时候lxq老师又插了一句：触发器一定是这样的结构吗？我颤抖着说D触发器，然后又被问：D触发器一定是这样的结构吗？我又颤颤巍巍地说不一定，lxq老师笑了一下，就过了，然后开始模电。 孙楠老师问什么时候基尔霍夫定律不满足？ 我知道这个，glgg课件上说了，不满足准静态条件。但sn老师对这个答案不满意，问我如果满足准静态条件就满足吗？我说不一定，他就问什么时候不满足。
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q02	Thévenin 与 Norton 等效	什么是 Thévenin 等效？怎样求开路电压和等效电阻？它与 Norton 等效有什么关系？	test/2014-面经_二字班.pdf	0.417	regular	2014-面经_二字班.pdf	利一些，没有赶上一些很复杂的问题。 老师：戴维南源是什么。 我：相当于一个等效的单端口器件，其看入电阻等效为电压源内阻，端口电压为戴维
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q02	Thévenin 与 Norton 等效	什么是 Thévenin 等效？怎样求开路电压和等效电阻？它与 Norton 等效有什么关系？	test/2014-一字班推研那点事儿（2）-宗泽宇.pdf	0.292	regular	2014-一字班推研那点事儿（2）-宗泽宇.pdf	4、如果是电流源给RC串联电路充电 5、如果RC串联电路电阻增大，波形会有何变化 6、什么是时间常数。时间常数是怎么得出的
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q03	阻抗匹配与最大功率传输	什么是功率匹配？负载怎样取才能获得最大功率？最大功率传输时效率为什么只有 $50\%$，既然如此为什么还要匹配？天线与传输线的匹配和这个结论有什么区别？	test/2012-面经_九字班1.pdf	0.442	regular	2012-面经_九字班1.pdf	匹配滤波器的意义是什么？为什么能实现信噪比最小？ 10MHz 带宽的放大器，20MHz 正弦波输入，有无失真（我都不敢答） 各种传输线的模式
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q03	阻抗匹配与最大功率传输	什么是功率匹配？负载怎样取才能获得最大功率？最大功率传输时效率为什么只有 $50\%$，既然如此为什么还要匹配？天线与传输线的匹配和这个结论有什么区别？	test/2025-二字班推研面经-ljh.docx	0.327	regular	2025-二字班推研面经-ljh.docx	glgg：首先问了我是不是上的他的课，然后问了什么是最大平坦，我说对应的量导数为0，然后详细解释了二阶RLC低通的巴特沃斯滤波器和贝塞尔滤波器，glgg就问我如果要传递数字信号（方波）要用哪个，我认为是群延时最大平坦 不认识老师：解释一下理想运放的特性，什么是虚短，理想运放输入电阻，输出电阻和增益都是怎样的 不认识老师：解释一下阻抗匹配，我说目标是反射率为0，然后老师问天线传输匹配是严格匹配比较好还是有一定的偏差好，我凭直觉说有偏差，但我不知道为什么，他就问我天线匹配时功率传
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q04	RC 一阶电路的阶跃与恒流响应	阶跃电压加在 RC 串联电路上，电容电压是什么曲线？改用恒流源给串联 RC 充电会怎样？换成并联 RC 又怎样？电阻增大后波形如何变化，时间常数从何而来？	test/2014-一字班推研那点事儿（2）-宗泽宇.pdf	0.589	regular	2014-一字班推研那点事儿（2）-宗泽宇.pdf	1、阶跃电压信号加在RC串联电路上，电容上的波形是什么样的 2、恒流源加在RC串联电路上呢 3、换成RC并联电路情况又如何
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q04	RC 一阶电路的阶跃与恒流响应	阶跃电压加在 RC 串联电路上，电容电压是什么曲线？改用恒流源给串联 RC 充电会怎样？换成并联 RC 又怎样？电阻增大后波形如何变化，时间常数从何而来？	test/2025-二字班推研面经-ljh.docx	0.25	regular	2025-二字班推研面经-ljh.docx	不认识老师：解释一下理想运放的特性，什么是虚短，理想运放输入电阻，输出电阻和增益都是怎样的 不认识老师：解释一下阻抗匹配，我说目标是反射率为0，然后老师问天线传输匹配是严格匹配比较好还是有一定的偏差好，我凭直觉说有偏差，但我不知道为什么，他就问我天线匹配时功率传输效率是啥，我蒙了个50%应该对了，然后他问只有50%为啥要匹配，我说这个就是最大功率传输匹配，就结束了 不认识老师：一阶RC串联网络，输入阶跃信号，电容的电压曲线是什么？我说指数上升到电源电压，就到时间了
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q05	电容、介质与位移电流	电容是怎样产生的？	test/2021-八字班推研面经-涂晨昕.docx	0.714	regular	2021-八字班推研面经-涂晨昕.docx	李冬梅老师——李冬梅老师是全场最温柔，自我介绍的时候也一直在看我，虽然戴了口罩但是还是让人再紧张的环境下感到很亲切，可惜问的问题对我太不友好了，严重夹带私货233 电路的频率响应与信号频率有什么关系？——？？没搞清楚李老师想问我什么 电容是怎么产生的？ ——？？根据位移电流抽象出来的？
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q06	两电容并联时的能量去向	两个初始电压不同的电容并联后会发生什么？电荷守恒但为什么有能量减少？串入电阻后能量怎样耗散？理想导线中电磁辐射与电阻耗散谁占主导？	test/2025-二字班推研面经-wj.pdf	0.554	regular	2025-二字班推研面经-wj.pdf	不认识老师 1 ：两个初始电压不同的电容并联后，会发生什么？ 我：会产生冲激电流。 不认识老师 1 ：那会有能量损失吗？
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q07	耦合、旁路、去耦与 Miller 电容	耦合电容、旁路电容和跨接电容分别有什么作用？它们怎样影响放大器的低频与高频响应？	test/2012-面经_九字班1.pdf	0.559	regular	2012-面经_九字班1.pdf	放大器的输入电阻和输出电阻应该怎么取比较好（分情况讨论比如带电压负载/电流负 载）？ 跨接电容（Miller 电容）、耦合电容、旁路电容的作用
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q07	耦合、旁路、去耦与 Miller 电容	耦合电容、旁路电容和跨接电容分别有什么作用？它们怎样影响放大器的低频与高频响应？	test/2012-面经_九字班2.pdf	0.588	regular	2012-面经_九字班2.pdf	放大器的输入电阻和输出电阻应该怎么取比较好（分情况讨论比如带电压负载/电流负 载）？ 跨接电容（Miller 电容）、耦合电容、旁路电容的作用
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q07	耦合、旁路、去耦与 Miller 电容	耦合电容、旁路电容和跨接电容分别有什么作用？它们怎样影响放大器的低频与高频响应？	test/2013-推研那点儿事（上）-魏特.pdf	0.412	regular	2013-推研那点儿事（上）-魏特.pdf	国林GG：这几个电容会对电路的频率特性产生什么影响？ 我：旁路电容和耦合电容会对电路的低频特性产生影响……（嘿嘿，既然我会那就多说点吧）……与之相对的是 密勒电容，密勒电容会影响电路的高频特性，因为根据密勒定理它会等效为并联在输入和输出端的两个电容。
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q07	耦合、旁路、去耦与 Miller 电容	耦合电容、旁路电容和跨接电容分别有什么作用？它们怎样影响放大器的低频与高频响应？	test/2018_面试整体情况.docx	0.5	regular	2018_面试整体情况.docx	10、如何提高放大器工作的稳定性？负反馈的优缺点分别是什么？ 11、旁路电容、耦合电容的功能是什么？ 12、（拿一张电路图出来）分析电路的基本功能（一般就是简单的低通、高通、带通、带阻电路）
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q08	延时线与传播延迟	什么是延时线？怎样用电路元件建模？如何降低延时？	test/2022-九字班九字班推研面经-2.docx	0.737	regular	2022-九字班九字班推研面经-2.docx	首先电磁场：简述一下Maxwell方程和其意义？  Maxwell方程能够推出本构关系吗？ (本构关系要么没讲要么忘了 只能乱说了) 忘记了一个问题，等着补 其次通信：讲一下FM,FSK,OFDM的方法？噪声可以消除吗？可以抑制吗？如何抑制？降噪耳机是什么原理？最大似然和最大后验的区别？ 其次电路：知道延时线吗？如何用电路元件建模？如何降低延时  (刚开始以为是传输线，被批了) 简述一下CMOS的原理？两个CMOS的输出端可以连起来吗，为什么？什么元件的输出端可以连起来？
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q09	一阶 RC、RL 高通与低通	怎样用 RC 或 RL 搭最简单的高通、低通电路？电容和电感在高、低频分别近似成什么？	test/2012-留下面经，造福众生-孟越.pdf	0.375	regular	2012-留下面经，造福众生-孟越.pdf	不认识的老师问给一20MHz的正弦波，怎么得到10MHz占空比是50%的方波。在老师的启发下我答出先整形 ，再分频，老师又问分频电路怎么搭，我又不会了。然后就过了，下一位李国林老师问怎么搭一最简单的高通 滤波器，我画了一个RC滤波器，老师说那把电容换成电感呢？我又画了一个，分别解释了为什么，就算是过了
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q09	一阶 RC、RL 高通与低通	怎样用 RC 或 RL 搭最简单的高通、低通电路？电容和电感在高、低频分别近似成什么？	test/2018_面试整体情况.docx	0.312	regular	2018_面试整体情况.docx	10、如何提高放大器工作的稳定性？负反馈的优缺点分别是什么？ 11、旁路电容、耦合电容的功能是什么？ 12、（拿一张电路图出来）分析电路的基本功能（一般就是简单的低通、高通、带通、带阻电路）
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q10	截止频率、单频衰减与波形失真	放大器或滤波器的截止频率是什么、由什么造成？上限截止频率为 $1\,\mathrm{MHz}$ 时，输入 $2\,\mathrm{MHz}$ 或 $6\,\mathrm{MHz}$ 单频正弦是否失真？输入带宽为 $2\,\mathrm{MHz}$ 或 $6\,\mathrm{MHz}$ 的信号又怎样？怎样测量上、下截止频率？	test/2012-面经_九字班1.pdf	0.549	regular	2012-面经_九字班1.pdf	李冬梅老师：放大器的截止频率是什么？它是由什么造成的？如果放大器的上限频率是 1MHz, 那么如果输入一个 2MHz 的正弦波，输出的波形是什么样的，波形会失真么？如 果输入一个带宽为 2MHz 的信号，里面含有各种频率分量，那么输出的波形会失真么？
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q10	截止频率、单频衰减与波形失真	放大器或滤波器的截止频率是什么、由什么造成？上限截止频率为 $1\,\mathrm{MHz}$ 时，输入 $2\,\mathrm{MHz}$ 或 $6\,\mathrm{MHz}$ 单频正弦是否失真？输入带宽为 $2\,\mathrm{MHz}$ 或 $6\,\mathrm{MHz}$ 的信号又怎样？怎样测量上、下截止频率？	test/2012-面经_九字班2.pdf	0.51	regular	2012-面经_九字班2.pdf	李冬梅老师：放大器的截止频率是什么？它是由什么造成的？如果放大器的上限频率是 1MHz, 那么如果输入一个2MHz 的正弦波，输出的波形是什么样的，波形会失真么？如果输 入一个带宽为 2MHz 的信号，里面含有各种频率分量，那么输出的波形会失真么？
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q10	截止频率、单频衰减与波形失真	放大器或滤波器的截止频率是什么、由什么造成？上限截止频率为 $1\,\mathrm{MHz}$ 时，输入 $2\,\mathrm{MHz}$ 或 $6\,\mathrm{MHz}$ 单频正弦是否失真？输入带宽为 $2\,\mathrm{MHz}$ 或 $6\,\mathrm{MHz}$ 的信号又怎样？怎样测量上、下截止频率？	test/2021-八字班推研面经-涂晨昕.docx	0.373	regular	2021-八字班推研面经-涂晨昕.docx	电路的频率响应与信号频率有什么关系？——？？没搞清楚李老师想问我什么 电容是怎么产生的？ ——？？根据位移电流抽象出来的？ 给一个上限截止频率为1MHz的滤波器，输入一个6MHz的单频波是否会发生失真？如果是带宽为6MHz的信号呢？
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q11	最大平坦、Bessel 与数字方波传输	什么是最大平坦？二阶 RLC 低通的 Butterworth 与 Bessel 响应有什么区别？传递数字方波时应该选哪一种？	test/2025-二字班推研面经-ljh.docx	0.471	regular	2025-二字班推研面经-ljh.docx	glgg：首先问了我是不是上的他的课，然后问了什么是最大平坦，我说对应的量导数为0，然后详细解释了二阶RLC低通的巴特沃斯滤波器和贝塞尔滤波器，glgg就问我如果要传递数字信号（方波）要用哪个，我认为是群延时最大平坦 不认识老师：解释一下理想运放的特性，什么是虚短，理想运放输入电阻，输出电阻和增益都是怎样的 不认识老师：解释一下阻抗匹配，我说目标是反射率为0，然后老师问天线传输匹配是严格匹配比较好还是有一定的偏差好，我凭直觉说有偏差，但我不知道为什么，他就问我天线匹配时功率传
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q12	PN 结、单向导通与 Schottky 结	PN 结怎样形成？为什么平衡时 Fermi 能级相等？它为什么具有单向导通特性？正、反向偏置时耗尽层和载流子运动怎样变化？	test/2012-面经_九字班1.pdf	0.25	regular	2012-面经_九字班1.pdf	矩形波导为了传输 TE20 怎么抑制 TE10 圆波导，一个线极化的波怎么能弄成圆极化的？ 参数完全相同的 NPN 和 PNP 的管子，哪个导通更快，为什么
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q12	PN 结、单向导通与 Schottky 结	PN 结怎样形成？为什么平衡时 Fermi 能级相等？它为什么具有单向导通特性？正、反向偏置时耗尽层和载流子运动怎样变化？	test/2018_面试整体情况.docx	0.205	regular	2018_面试整体情况.docx	2、什么是费米能级？ 3、给你两块物体，如何判别哪一块是金属，哪一块是半导体？（我回答了肖特基结的特性判别）形成肖特基结的条件是什么？ 4、说明PN结形成、导通的过程和原理？为什么费米能级要相等？
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q12	PN 结、单向导通与 Schottky 结	PN 结怎样形成？为什么平衡时 Fermi 能级相等？它为什么具有单向导通特性？正、反向偏置时耗尽层和载流子运动怎样变化？	test/2020-七字班推研面经-2.docx	0.136	regular	2020-七字班推研面经-2.docx	计算机：debug和release差别，debug没报错release报错的原因，函数参数的读取顺序，栈的应用，递归和栈的关系； 信号与系统：卷积概念，各种函数的傅里叶变换、卷积 电磁场与物理：平面波与球面波的区别，电子波函数，PN结的形成，PN结中载流子的迁移、扩散概念等。
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q12	PN 结、单向导通与 Schottky 结	PN 结怎样形成？为什么平衡时 Fermi 能级相等？它为什么具有单向导通特性？正、反向偏置时耗尽层和载流子运动怎样变化？	test/2025-二字班推研面经-ljh.docx	0.477	regular	2025-二字班推研面经-ljh.docx	不认识老师3:先问了波导中存在稳定的模式条件是什么？我说要满足对应模式的截止条件，但老师说不本质，出来才想起来可能要回答边界条件，然后就问了什么波导能传输TEM模，矩形波导的基模是什么，描述一下基模 不认识老师4:让我解释PN结为什么具有单向导通特性，我回答的时候语言不太规范，我还把耗尽层说成反形层了，好在最后反向电场的形成和反向电压作用下耗尽层加宽说出来了 马骋老师：对一个粒子在电磁场中做闭合曲线运动，怎么分析电场对他做的功？我先说了静电场不做功，然后老师问我非静电场怎么办
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q12	PN 结、单向导通与 Schottky 结	Schottky 结的工作机理是什么？它与 PN 结有什么区别？	test/2012-面经_九字班1.pdf	0.765	regular	2012-面经_九字班1.pdf	苹果公司的 logo 是怎么来的 把一个物体从手中向任意方向抛出，其运动轨迹是什么曲线（椭圆） 肖特基的工作机理
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q12	PN 结、单向导通与 Schottky 结	Schottky 结的工作机理是什么？它与 PN 结有什么区别？	test/2018_面试整体情况.docx	0.588	regular	2018_面试整体情况.docx	4、C++：类模板有什么作用？编译时发生了什么？ 5、函数模板和函数有什么区别？ 6、虚函数是什么？有什么作用？纯虚函数呢？纯虚函数形成的类叫什么？它有什么特殊的性质？（抽象类，不能实例化）抽象类可以定义指针吗？
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q13	BJT、MOSFET 与端口结构	BJT 和 MOSFET 的全称、端口与控制方式分别是什么？它们各有什么优缺点？为什么 NMOS 通常比 PMOS 快？	test/2012-面经_九字班2.pdf	0.394	regular	2012-面经_九字班2.pdf	三角波的产生 参数完全相同的 NPN 和PNP 的管子，哪个导通更快，为什么 负反馈电路的分类及优缺点，缺点的解决方法？
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q13	BJT、MOSFET 与端口结构	BJT 和 MOSFET 的全称、端口与控制方式分别是什么？它们各有什么优缺点？为什么 NMOS 通常比 PMOS 快？	test/2018_面试整体情况.docx	0.515	regular	2018_面试整体情况.docx	8、（拿了两个长得像接在频谱仪的插口）这个是什么端口？这两个端口一大一小，它们的区别是什么？ 9、什么是摩尔定律？ 10、如何提高放大器工作的稳定性？负反馈的优缺点分别是什么？
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q13	BJT、MOSFET 与端口结构	BJT 和 MOSFET 的全称、端口与控制方式分别是什么？它们各有什么优缺点？为什么 NMOS 通常比 PMOS 快？	test/2019-推研面经-4.docx	0.273	regular	2019-推研面经-4.docx	信号组出来后，就开始了电路组的面试，当然我也是抱着电路自己什么也不会的心态。张沕琳老师很友好，首先问我BJT和MOSFET的各个端口的意思，跨导增益，如何增大跨导增益……接着问我NPN-BJT的两个N可不可以互换，MOS的两个N可不可以互换，一个MOS有几个PN结。接着徐淑正老师开始问我混频电路，虽然我上过通信电路实验，还做了混频这个模块，然而我真的是什么都不懂，徐老师人真的太好了，一点点从发射机到接收机引导我去回答，虽然我最终还是不知道混频电路哈哈。 计算机组 周盛老师首先
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q13	BJT、MOSFET 与端口结构	MOSFET 的源、漏能否互换？NPN BJT 的发射区和集电区能否互换？一个 MOSFET 结构中有哪些 PN 结？	test/2018_面试整体情况.docx	0.222	regular	2018_面试整体情况.docx	4、高斯随机变量的卷积是什么？ 5、通信系统的组成模块分别是什么？（信源编码、信道编码、基带调制、载波调制等等）其功能都是什么？ 6、你学过的所有和高斯有关的东西有哪些？（高斯消元、高斯分布、高斯随机过程、高斯信道）
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q13	BJT、MOSFET 与端口结构	MOSFET 的源、漏能否互换？NPN BJT 的发射区和集电区能否互换？一个 MOSFET 结构中有哪些 PN 结？	test/2019-推研面经-4.docx	0.444	regular	2019-推研面经-4.docx	信号组出来后，就开始了电路组的面试，当然我也是抱着电路自己什么也不会的心态。张沕琳老师很友好，首先问我BJT和MOSFET的各个端口的意思，跨导增益，如何增大跨导增益……接着问我NPN-BJT的两个N可不可以互换，MOS的两个N可不可以互换，一个MOS有几个PN结。接着徐淑正老师开始问我混频电路，虽然我上过通信电路实验，还做了混频这个模块，然而我真的是什么都不懂，徐老师人真的太好了，一点点从发射机到接收机引导我去回答，虽然我最终还是不知道混频电路哈哈。 计算机组 周盛老师首先
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q14	BJT 伏安特性、工作区与饱和电流	画出三极管的输入、输出特性曲线，并说明各工作区的条件与用途。	test/2012-面经_九字班1.pdf	0.654	regular	2012-面经_九字班1.pdf	一幅频特性，多少个极点才能稳定？ 截至频率 5k,一 6k 小信号会不会失真？大信号呢? 三极管的输入曲线，输出曲线，各个区的特点
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q14	BJT 伏安特性、工作区与饱和电流	画出三极管的输入、输出特性曲线，并说明各工作区的条件与用途。	test/2012-面经_九字班2.pdf	0.577	regular	2012-面经_九字班2.pdf	MOS 管和双节型管的优缺点是什么？ 截至频率 5k,一 6k 小信号会不会失真？大信号呢? 三极管的输入曲线，输出曲线，各个区的特点
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q14	BJT 伏安特性、工作区与饱和电流	BJT 的饱和电流大小怎样影响跨导、转换速度和功耗？	test/2018_面试整体情况.docx	0.45	regular	2018_面试整体情况.docx	1、MOS管的阈值电压Vth对于其特性有什么影响？若把Vth由0.7V修改至0.2V或-2V，CMOS管还可以作为反相器吗？ 2、BJT的饱和电流大小对于其摆率、功耗有什么影响？ 3、MOSFET和BJT的英文全称是？
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q15	MOS 导电机理、阈值电压与反相器摆率	MOS 结构怎样导电？阈值电压怎样影响器件特性？若把 $V_{th}$ 从 $0.7\,\mathrm{V}$ 改为 $0.2\,\mathrm{V}$ 或 $-2\,\mathrm{V}$，互补 CMOS 还能否作为正常反相器？	test/2014-一字班推研那点事儿（2）-宗泽宇.pdf	0.167	regular	2014-一字班推研那点事儿（2）-宗泽宇.pdf	点一点讲，孙长征老师直点头。。。然后冯雪老师说来我问你个简单的问题吧，就是问题6，我当时感觉。。 。MOS和PN结根本没联系，你去问宗泽宇和罗姆楼某根柱子的区别，让人怎么回答啊。。。其实现在想来当 时完全可以分别说二者的结构导电机理什么的，反正它们就是这样的，区别你自己挑呗，用不着一上来就说的
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q15	MOS 导电机理、阈值电压与反相器摆率	MOS 结构怎样导电？阈值电压怎样影响器件特性？若把 $V_{th}$ 从 $0.7\,\mathrm{V}$ 改为 $0.2\,\mathrm{V}$ 或 $-2\,\mathrm{V}$，互补 CMOS 还能否作为正常反相器？	test/2018_面试整体情况.docx	0.306	regular	2018_面试整体情况.docx	（三）、各组面试题目 一、电路组 1、MOS管的阈值电压Vth对于其特性有什么影响？若把Vth由0.7V修改至0.2V或-2V，CMOS管还可以作为反相器吗？
电路/EC - 电子电路与系统基础	电路/EC - 电子电路与系统基础/QUESTIONS.md	Q15	MOS 导电机理、阈值电压与反相器摆率	什么因素限制 CMOS 反相器的转换速度？怎样提高摆率？	test/2018_面试整体情况.docx	0.4	regular	2018_面试整体情况.docx	2、BJT的饱和电流大小对于其摆率、功耗有什么影响？ 3、MOSFET和BJT的英文全称是？ 4、什么因素影响反相器的摆率？如何提高反相器的摆率？
